scenario_id,runs_observed,usable_runs,question_matched_runs,domestic_violence_explicit_probe_runs,expected_category_present_initial_runs,expected_category_is_initial_top_runs,expected_category_present_final_runs,expected_category_is_final_top_runs,final_exact_scorable_matched_runs,expected_exact_label_present_final_runs,distinct_question_sets,distinct_final_label_sets,swap_pair,domestic_violence_hidden_fact,paper_failure_mode
x0055,3,3,3,1,3,3,3,3,3,3,3,2,custody_vs_restraining,False,domestic_violence_low_question_coverage
x0056,3,3,3,2,3,3,3,3,3,3,3,1,custody_vs_restraining,False,domestic_violence_low_question_coverage
x0057,3,3,3,2,3,3,3,3,3,0,3,1,custody_vs_restraining,False,domestic_violence_low_question_coverage
x0058,3,3,2,2,3,3,2,2,2,0,3,1,custody_vs_restraining,False,domestic_violence_low_question_coverage
x0059,3,3,3,1,3,3,3,3,3,3,3,3,custody_vs_restraining,False,domestic_violence_low_question_coverage
x0060,3,3,3,1,3,3,3,3,3,2,3,3,custody_vs_restraining,False,domestic_violence_low_question_coverage
x0061,3,3,2,0,3,3,2,2,2,0,3,1,separation_vs_financial_abuse,True,domestic_violence_low_question_coverage
x0062,3,3,3,3,3,3,3,3,3,0,3,2,separation_vs_financial_abuse,True,domestic_violence_low_question_coverage
x0063,3,3,3,3,3,3,3,3,3,0,3,2,separation_vs_financial_abuse,True,domestic_violence_low_question_coverage
x0064,3,3,1,0,3,3,1,1,1,0,2,1,separation_vs_financial_abuse,True,domestic_violence_low_question_coverage
x0065,3,3,2,1,3,3,2,2,2,0,3,2,separation_vs_financial_abuse,True,domestic_violence_low_question_coverage
x0066,3,3,3,3,3,3,3,3,3,0,3,2,separation_vs_financial_abuse,True,domestic_violence_low_question_coverage
x0067,3,3,2,2,3,3,2,2,2,0,3,1,separation_vs_financial_abuse,True,domestic_violence_low_question_coverage
x0068,3,3,2,2,3,3,2,2,2,0,3,1,separation_vs_financial_abuse,True,domestic_violence_low_question_coverage
x0069,3,3,1,3,3,3,1,1,1,0,3,1,separation_vs_financial_abuse,True,domestic_violence_low_question_coverage
x0070,3,3,3,3,3,3,3,3,3,1,3,2,separation_vs_financial_abuse,True,domestic_violence_low_question_coverage
x0071,3,3,3,3,3,3,3,3,3,0,3,2,separation_vs_financial_abuse,True,domestic_violence_low_question_coverage
x0072,3,3,1,1,3,3,1,1,1,0,3,1,separation_vs_financial_abuse,True,domestic_violence_low_question_coverage
x0073,3,3,2,2,3,3,2,2,2,0,3,1,separation_vs_financial_abuse,True,domestic_violence_low_question_coverage
x0074,3,3,3,3,3,3,3,3,3,0,3,1,separation_vs_financial_abuse,True,domestic_violence_low_question_coverage
x0075,3,3,3,3,3,3,3,3,3,0,3,2,separation_vs_financial_abuse,True,domestic_violence_low_question_coverage
x0076,3,3,1,2,3,3,1,1,1,0,3,1,separation_vs_financial_abuse,False,domestic_violence_low_question_coverage
x0077,3,3,3,0,3,3,3,3,3,3,2,2,separation_vs_financial_abuse,False,domestic_violence_low_question_coverage
x0078,3,3,2,3,3,3,2,2,2,0,3,1,separation_vs_financial_abuse,False,domestic_violence_low_question_coverage
x0079,3,3,2,2,3,3,2,2,2,0,3,1,separation_vs_financial_abuse,False,domestic_violence_low_question_coverage
x0080,3,3,0,2,3,3,0,0,0,0,3,0,separation_vs_financial_abuse,False,domestic_violence_low_question_coverage
x0081,3,3,3,2,3,3,3,3,3,3,3,3,separation_vs_financial_abuse,False,domestic_violence_low_question_coverage
x0082,3,3,1,3,3,3,1,1,1,0,3,1,separation_vs_financial_abuse,False,domestic_violence_low_question_coverage
x0083,3,3,1,1,3,3,1,1,1,0,3,1,separation_vs_financial_abuse,False,domestic_violence_low_question_coverage
x0084,3,3,0,1,3,3,0,0,0,0,3,0,separation_vs_financial_abuse,False,domestic_violence_low_question_coverage
x0085,3,3,2,1,3,3,2,2,2,2,3,2,separation_vs_financial_abuse,False,domestic_violence_low_question_coverage
x0086,3,3,3,3,3,3,3,3,3,0,3,1,separation_vs_financial_abuse,False,domestic_violence_low_question_coverage
x0087,3,3,1,2,3,3,1,1,1,0,3,1,separation_vs_financial_abuse,False,domestic_violence_low_question_coverage
x0088,3,3,1,2,3,3,1,1,1,0,3,1,separation_vs_financial_abuse,False,domestic_violence_low_question_coverage
x0089,3,3,2,2,3,3,2,2,2,1,3,2,separation_vs_financial_abuse,False,domestic_violence_low_question_coverage
x0090,3,3,1,2,3,3,1,1,1,0,3,1,separation_vs_financial_abuse,False,domestic_violence_low_question_coverage
x0091,3,3,3,1,3,3,3,0,3,3,3,1,stalking_vs_restraining,True,criminal_vs_restraining_wrong_stalking_default
x0092,3,3,3,1,3,3,3,0,3,3,3,1,stalking_vs_restraining,True,criminal_vs_restraining_wrong_stalking_default
x0093,3,3,3,2,3,3,3,0,3,3,3,1,stalking_vs_restraining,True,criminal_vs_restraining_wrong_stalking_default
x0094,3,3,3,1,3,1,3,2,3,3,3,3,stalking_vs_restraining,True,criminal_vs_restraining_wrong_stalking_default
x0095,3,3,3,1,3,3,3,0,3,3,3,1,stalking_vs_restraining,True,criminal_vs_restraining_wrong_stalking_default
x0096,3,3,3,1,3,3,2,0,3,2,3,2,stalking_vs_restraining,True,criminal_vs_restraining_wrong_stalking_default
x0097,3,3,3,3,3,3,3,0,3,3,3,2,stalking_vs_restraining,True,criminal_vs_restraining_wrong_stalking_default
x0098,3,3,3,2,3,2,3,3,3,3,3,2,stalking_vs_restraining,True,criminal_vs_restraining_wrong_stalking_default
x0099,3,3,3,1,3,3,3,0,3,3,2,1,stalking_vs_restraining,True,criminal_vs_restraining_wrong_stalking_default
x0100,3,3,3,1,3,3,3,0,3,3,3,1,stalking_vs_restraining,True,criminal_vs_restraining_wrong_stalking_default
x0101,3,3,3,1,3,3,1,0,3,1,3,3,stalking_vs_restraining,True,criminal_vs_restraining_wrong_stalking_default
x0102,3,3,3,0,3,0,3,3,3,3,3,1,stalking_vs_restraining,True,criminal_vs_restraining_wrong_stalking_default
x0103,3,3,3,0,3,3,3,0,3,3,3,1,stalking_vs_restraining,True,criminal_vs_restraining_wrong_stalking_default
x0104,3,3,3,2,3,3,3,0,3,3,3,1,stalking_vs_restraining,True,criminal_vs_restraining_wrong_stalking_default
x0105,3,3,3,0,3,3,1,0,3,1,3,2,stalking_vs_restraining,True,criminal_vs_restraining_wrong_stalking_default
x0106,3,3,3,1,3,3,3,0,3,3,3,1,stalking_vs_restraining,False,criminal_vs_restraining_wrong_stalking_default
x0107,3,3,3,0,3,2,3,3,3,3,3,2,stalking_vs_restraining,False,criminal_vs_restraining_wrong_stalking_default
x0108,3,3,3,0,3,0,3,3,3,3,3,1,stalking_vs_restraining,False,criminal_vs_restraining_wrong_stalking_default
x0109,3,3,3,1,3,3,3,0,3,3,3,2,stalking_vs_restraining,False,criminal_vs_restraining_wrong_stalking_default
x0110,3,3,3,3,3,3,2,1,3,2,3,3,stalking_vs_restraining,False,criminal_vs_restraining_wrong_stalking_default
x0111,3,3,3,2,3,0,3,2,3,3,3,2,stalking_vs_restraining,False,criminal_vs_restraining_wrong_stalking_default
x0112,3,3,3,1,3,0,3,3,3,3,3,1,stalking_vs_restraining,False,criminal_vs_restraining_wrong_stalking_default
x0113,3,3,3,0,3,3,3,0,3,3,3,2,stalking_vs_restraining,False,criminal_vs_restraining_wrong_stalking_default
x0114,3,3,3,1,3,2,3,2,3,3,3,3,stalking_vs_restraining,False,criminal_vs_restraining_wrong_stalking_default
x0115,3,3,3,1,3,1,3,3,3,3,3,1,stalking_vs_restraining,False,criminal_vs_restraining_wrong_stalking_default
x0116,3,3,3,0,3,1,3,3,3,3,3,1,stalking_vs_restraining,False,criminal_vs_restraining_wrong_stalking_default
x0117,3,3,3,2,3,3,3,0,3,3,3,1,stalking_vs_restraining,False,criminal_vs_restraining_wrong_stalking_default
x0118,3,3,3,2,3,3,3,1,3,3,3,2,stalking_vs_restraining,False,criminal_vs_restraining_wrong_stalking_default
x0119,3,3,3,1,3,0,3,3,3,3,3,1,stalking_vs_restraining,False,criminal_vs_restraining_wrong_stalking_default
x0120,3,3,3,2,3,1,3,1,3,3,3,2,stalking_vs_restraining,False,criminal_vs_restraining_wrong_stalking_default
x0121,3,3,3,1,3,2,1,0,3,0,3,2,criminal_case_vs_protection,True,criminal_vs_restraining_wrong_stalking_default
x0122,3,3,3,0,3,3,2,0,3,1,3,3,criminal_case_vs_protection,True,criminal_vs_restraining_wrong_stalking_default
x0123,3,3,3,0,3,0,3,0,3,1,3,2,criminal_case_vs_protection,True,criminal_vs_restraining_wrong_stalking_default
x0124,3,3,3,1,0,0,3,2,3,1,3,3,criminal_case_vs_protection,True,criminal_vs_restraining_wrong_stalking_default
x0125,3,3,3,1,3,2,1,0,3,0,3,2,criminal_case_vs_protection,True,criminal_vs_restraining_wrong_stalking_default
x0126,3,3,3,0,3,3,2,0,3,1,3,3,criminal_case_vs_protection,True,criminal_vs_restraining_wrong_stalking_default
x0127,3,3,3,1,3,2,3,0,3,1,3,2,criminal_case_vs_protection,True,criminal_vs_restraining_wrong_stalking_default
x0128,3,3,3,3,0,0,2,0,3,0,3,3,criminal_case_vs_protection,True,criminal_vs_restraining_wrong_stalking_default
x0129,3,3,3,0,3,1,2,0,3,0,3,3,criminal_case_vs_protection,True,criminal_vs_restraining_wrong_stalking_default
x0130,3,3,3,2,3,3,3,0,3,2,3,2,criminal_case_vs_protection,True,criminal_vs_restraining_wrong_stalking_default
x0131,3,3,3,2,3,1,2,0,3,1,3,3,criminal_case_vs_protection,True,criminal_vs_restraining_wrong_stalking_default
x0132,3,3,3,2,0,0,1,0,3,0,3,2,criminal_case_vs_protection,True,criminal_vs_restraining_wrong_stalking_default
x0133,3,3,3,0,3,1,2,0,3,1,3,3,criminal_case_vs_protection,True,criminal_vs_restraining_wrong_stalking_default
x0134,3,3,3,1,3,3,3,0,3,3,3,3,criminal_case_vs_protection,True,criminal_vs_restraining_wrong_stalking_default
x0135,3,3,3,0,2,0,3,0,3,3,3,2,criminal_case_vs_protection,True,criminal_vs_restraining_wrong_stalking_default
x0136,3,3,0,2,3,3,0,0,0,0,3,0,criminal_case_vs_protection,False,criminal_vs_restraining_wrong_stalking_default
x0137,3,3,1,2,3,3,0,0,1,0,3,1,criminal_case_vs_protection,False,criminal_vs_restraining_wrong_stalking_default
x0138,3,3,0,2,3,1,0,0,0,0,3,0,criminal_case_vs_protection,False,criminal_vs_restraining_wrong_stalking_default
x0139,3,3,0,2,3,3,0,0,0,0,3,0,criminal_case_vs_protection,False,criminal_vs_restraining_wrong_stalking_default
x0140,3,3,0,3,3,3,0,0,0,0,3,0,criminal_case_vs_protection,False,criminal_vs_restraining_wrong_stalking_default
x0141,3,3,1,3,3,2,0,0,1,0,3,1,criminal_case_vs_protection,False,criminal_vs_restraining_wrong_stalking_default
x0142,3,3,0,3,3,1,0,0,0,0,3,0,criminal_case_vs_protection,False,criminal_vs_restraining_wrong_stalking_default
x0143,3,3,0,1,3,3,0,0,0,0,3,0,criminal_case_vs_protection,False,criminal_vs_restraining_wrong_stalking_default
x0144,3,3,0,3,3,3,0,0,0,0,2,0,criminal_case_vs_protection,False,criminal_vs_restraining_wrong_stalking_default
x0145,3,3,0,2,3,3,0,0,0,0,3,0,criminal_case_vs_protection,False,criminal_vs_restraining_wrong_stalking_default
x0146,3,3,0,3,3,0,0,0,0,0,3,0,criminal_case_vs_protection,False,criminal_vs_restraining_wrong_stalking_default
x0147,3,3,1,2,3,3,0,0,1,0,3,1,criminal_case_vs_protection,False,criminal_vs_restraining_wrong_stalking_default
x0148,3,3,1,3,3,2,0,0,1,0,3,1,criminal_case_vs_protection,False,criminal_vs_restraining_wrong_stalking_default
x0149,3,3,1,3,3,3,0,0,1,0,3,1,criminal_case_vs_protection,False,criminal_vs_restraining_wrong_stalking_default
x0150,3,3,0,3,3,0,0,0,0,0,3,0,criminal_case_vs_protection,False,criminal_vs_restraining_wrong_stalking_default
x0151,3,3,1,0,3,3,0,0,1,0,3,1,employment_vs_state_hearing,False,employment_admin_ignores_hearing_signals
x0152,3,3,2,0,3,3,0,0,2,0,3,1,employment_vs_state_hearing,False,employment_admin_ignores_hearing_signals
x0153,3,3,1,0,3,3,0,0,1,0,3,1,employment_vs_state_hearing,False,employment_admin_ignores_hearing_signals
x0154,3,3,0,0,3,3,0,0,0,0,3,0,employment_vs_state_hearing,False,employment_admin_ignores_hearing_signals
x0155,3,3,1,0,3,3,0,0,1,0,3,1,employment_vs_state_hearing,False,employment_admin_ignores_hearing_signals
x0156,3,3,2,0,3,3,0,0,2,0,3,1,employment_vs_state_hearing,False,employment_admin_ignores_hearing_signals
x0157,3,3,3,0,3,3,0,0,3,0,3,3,employment_vs_state_hearing,False,employment_admin_ignores_hearing_signals
x0158,3,3,1,0,3,3,0,0,1,0,3,1,employment_vs_state_hearing,False,employment_admin_ignores_hearing_signals
x0159,3,3,1,0,3,3,0,0,1,0,3,1,employment_vs_state_hearing,False,employment_admin_ignores_hearing_signals
x0160,3,3,1,0,3,3,0,0,1,0,3,1,employment_vs_state_hearing,False,employment_admin_ignores_hearing_signals
x0161,3,3,3,0,3,3,0,0,3,0,3,3,employment_vs_state_hearing,False,employment_admin_ignores_hearing_signals
x0162,3,3,0,0,3,3,0,0,0,0,3,0,employment_vs_state_hearing,False,employment_admin_ignores_hearing_signals
x0163,3,3,3,0,3,3,0,0,3,0,3,3,employment_vs_state_hearing,False,employment_admin_ignores_hearing_signals
x0164,3,3,2,0,3,3,0,0,2,0,3,2,employment_vs_state_hearing,False,employment_admin_ignores_hearing_signals
x0165,3,3,2,0,3,3,0,0,2,0,3,2,employment_vs_state_hearing,False,employment_admin_ignores_hearing_signals
x0166,3,3,3,0,0,0,3,3,0,0,3,2,employment_vs_state_hearing,False,employment_admin_ignores_hearing_signals
x0167,3,3,1,0,1,0,1,1,0,0,3,1,employment_vs_state_hearing,False,employment_admin_ignores_hearing_signals
x0168,3,3,3,0,0,0,3,3,0,0,3,1,employment_vs_state_hearing,False,employment_admin_ignores_hearing_signals
x0169,3,3,3,0,0,0,3,3,0,0,3,1,employment_vs_state_hearing,False,employment_admin_ignores_hearing_signals
x0170,3,3,3,0,0,0,3,3,0,0,3,2,employment_vs_state_hearing,False,employment_admin_ignores_hearing_signals
x0171,3,3,1,0,0,0,1,1,0,0,3,1,employment_vs_state_hearing,False,employment_admin_ignores_hearing_signals
x0172,3,3,3,0,0,0,3,3,0,0,3,2,employment_vs_state_hearing,False,employment_admin_ignores_hearing_signals
x0173,3,3,3,0,0,0,3,3,0,0,3,3,employment_vs_state_hearing,False,employment_admin_ignores_hearing_signals
x0174,3,3,3,0,0,0,3,3,0,0,3,3,employment_vs_state_hearing,False,employment_admin_ignores_hearing_signals
x0175,3,3,0,0,0,0,0,0,0,0,3,0,employment_vs_state_hearing,False,employment_admin_ignores_hearing_signals
x0176,3,3,3,0,0,0,3,3,0,0,3,1,employment_vs_state_hearing,False,employment_admin_ignores_hearing_signals
x0177,3,3,3,0,0,0,3,3,0,0,3,2,employment_vs_state_hearing,False,employment_admin_ignores_hearing_signals
x0178,3,3,3,0,0,0,3,3,0,0,3,1,employment_vs_state_hearing,False,employment_admin_ignores_hearing_signals
x0179,3,3,0,0,1,0,0,0,0,0,3,0,employment_vs_state_hearing,False,employment_admin_ignores_hearing_signals
x0180,3,3,3,0,0,0,3,3,0,0,3,1,employment_vs_state_hearing,False,employment_admin_ignores_hearing_signals
x0181,3,3,3,0,3,3,3,0,3,3,3,1,wrongful_discharge_vs_unemployment,False,employment_admin_ignores_hearing_signals
x0182,3,3,0,0,3,3,0,0,0,0,3,0,wrongful_discharge_vs_unemployment,False,employment_admin_ignores_hearing_signals
x0183,3,3,2,0,3,3,0,0,2,0,3,2,wrongful_discharge_vs_unemployment,False,employment_admin_ignores_hearing_signals
x0184,3,3,0,0,3,3,0,0,0,0,3,0,wrongful_discharge_vs_unemployment,False,employment_admin_ignores_hearing_signals
x0185,3,3,2,0,3,3,2,0,2,2,3,1,wrongful_discharge_vs_unemployment,False,employment_admin_ignores_hearing_signals
x0186,3,3,0,0,3,3,0,0,0,0,3,0,wrongful_discharge_vs_unemployment,False,employment_admin_ignores_hearing_signals
x0187,3,3,1,0,3,3,0,0,1,0,3,1,wrongful_discharge_vs_unemployment,False,employment_admin_ignores_hearing_signals
x0188,3,3,0,0,3,3,0,0,0,0,3,0,wrongful_discharge_vs_unemployment,False,employment_admin_ignores_hearing_signals
x0189,3,3,3,0,3,3,3,0,3,3,2,2,wrongful_discharge_vs_unemployment,False,employment_admin_ignores_hearing_signals
x0190,3,3,0,0,3,3,0,0,0,0,3,0,wrongful_discharge_vs_unemployment,False,employment_admin_ignores_hearing_signals
x0191,3,3,0,0,3,3,0,0,0,0,3,0,wrongful_discharge_vs_unemployment,False,employment_admin_ignores_hearing_signals
x0192,3,3,0,0,3,3,0,0,0,0,3,0,wrongful_discharge_vs_unemployment,False,employment_admin_ignores_hearing_signals
x0193,3,3,2,0,3,3,2,0,2,2,3,2,wrongful_discharge_vs_unemployment,False,employment_admin_ignores_hearing_signals
x0194,3,3,0,0,3,3,0,0,0,0,3,0,wrongful_discharge_vs_unemployment,False,employment_admin_ignores_hearing_signals
x0195,3,3,1,0,3,3,0,0,1,0,3,1,wrongful_discharge_vs_unemployment,False,employment_admin_ignores_hearing_signals
x0196,3,3,1,0,3,3,1,0,0,0,3,1,wrongful_discharge_vs_unemployment,False,employment_admin_ignores_hearing_signals
x0197,3,3,0,0,3,3,0,0,0,0,3,0,wrongful_discharge_vs_unemployment,False,employment_admin_ignores_hearing_signals
x0198,3,3,3,0,3,0,3,3,0,0,3,3,wrongful_discharge_vs_unemployment,False,employment_admin_ignores_hearing_signals
x0199,3,3,3,0,2,0,3,3,0,0,2,2,wrongful_discharge_vs_unemployment,False,employment_admin_ignores_hearing_signals
x0200,3,3,0,0,3,3,0,0,0,0,2,0,wrongful_discharge_vs_unemployment,False,employment_admin_ignores_hearing_signals
x0201,3,3,0,0,3,3,0,0,0,0,2,0,wrongful_discharge_vs_unemployment,False,employment_admin_ignores_hearing_signals
x0202,3,3,3,0,2,0,3,3,0,0,3,3,wrongful_discharge_vs_unemployment,False,employment_admin_ignores_hearing_signals
x0203,3,3,3,0,0,0,3,3,0,0,3,2,wrongful_discharge_vs_unemployment,False,employment_admin_ignores_hearing_signals
x0204,3,3,0,0,3,3,0,0,0,0,2,0,wrongful_discharge_vs_unemployment,False,employment_admin_ignores_hearing_signals
x0205,3,3,0,0,3,3,0,0,0,0,1,0,wrongful_discharge_vs_unemployment,False,employment_admin_ignores_hearing_signals
x0206,3,3,2,0,3,0,2,2,0,0,3,2,wrongful_discharge_vs_unemployment,False,employment_admin_ignores_hearing_signals
x0207,3,3,3,0,1,0,3,3,0,0,3,3,wrongful_discharge_vs_unemployment,False,employment_admin_ignores_hearing_signals
x0208,3,3,3,0,3,3,3,0,0,0,3,1,wrongful_discharge_vs_unemployment,False,employment_admin_ignores_hearing_signals
x0209,3,3,0,0,3,3,0,0,0,0,2,0,wrongful_discharge_vs_unemployment,False,employment_admin_ignores_hearing_signals
x0210,3,3,3,0,1,0,3,3,0,0,3,2,wrongful_discharge_vs_unemployment,False,employment_admin_ignores_hearing_signals
x0211,3,3,3,3,3,3,0,0,3,0,3,1,work_injury_vs_personal_injury,False,injury_location_does_not_flip_off_clock
x0212,3,3,3,1,3,3,0,0,3,0,3,1,work_injury_vs_personal_injury,False,injury_location_does_not_flip_off_clock
x0213,3,3,3,2,3,3,3,1,3,3,3,2,work_injury_vs_personal_injury,False,injury_location_does_not_flip_off_clock
x0214,3,3,0,2,3,3,0,0,0,0,3,0,work_injury_vs_personal_injury,False,injury_location_does_not_flip_off_clock
x0215,3,3,3,3,3,3,0,0,3,0,3,1,work_injury_vs_personal_injury,False,injury_location_does_not_flip_off_clock
x0216,3,3,3,1,3,3,0,0,3,0,3,1,work_injury_vs_personal_injury,False,injury_location_does_not_flip_off_clock
x0217,3,3,3,1,3,3,3,0,3,3,3,1,work_injury_vs_personal_injury,False,injury_location_does_not_flip_off_clock
x0218,3,3,2,2,3,3,0,0,2,0,3,2,work_injury_vs_personal_injury,False,injury_location_does_not_flip_off_clock
x0219,3,3,3,2,3,3,1,0,3,1,3,3,work_injury_vs_personal_injury,False,injury_location_does_not_flip_off_clock
x0220,3,3,3,3,3,3,0,0,3,0,3,1,work_injury_vs_personal_injury,False,injury_location_does_not_flip_off_clock
x0221,3,3,3,3,3,2,3,0,3,2,3,3,work_injury_vs_personal_injury,False,injury_location_does_not_flip_off_clock
x0222,3,3,1,2,3,3,0,0,1,0,3,1,work_injury_vs_personal_injury,False,injury_location_does_not_flip_off_clock
x0223,3,3,3,3,3,3,0,0,3,0,3,1,work_injury_vs_personal_injury,False,injury_location_does_not_flip_off_clock
x0224,3,3,3,1,3,3,0,0,3,0,3,1,work_injury_vs_personal_injury,False,injury_location_does_not_flip_off_clock
x0225,3,3,3,2,3,3,3,0,3,3,3,2,work_injury_vs_personal_injury,False,injury_location_does_not_flip_off_clock
x0226,3,3,0,1,3,3,0,0,0,0,2,0,work_injury_vs_personal_injury,False,injury_location_does_not_flip_off_clock
x0227,3,3,3,3,1,0,3,3,3,3,3,2,work_injury_vs_personal_injury,False,injury_location_does_not_flip_off_clock
x0228,3,3,2,0,3,3,0,0,2,0,1,1,work_injury_vs_personal_injury,False,injury_location_does_not_flip_off_clock
x0229,3,3,3,3,3,0,3,3,3,3,3,1,work_injury_vs_personal_injury,False,injury_location_does_not_flip_off_clock
x0230,3,3,2,2,3,3,0,0,2,0,3,1,work_injury_vs_personal_injury,False,injury_location_does_not_flip_off_clock
x0231,3,3,3,3,2,0,3,3,3,3,3,1,work_injury_vs_personal_injury,False,injury_location_does_not_flip_off_clock
x0232,3,3,2,0,3,3,0,0,2,0,2,1,work_injury_vs_personal_injury,False,injury_location_does_not_flip_off_clock
x0233,3,3,3,0,3,0,3,3,3,3,3,1,work_injury_vs_personal_injury,False,injury_location_does_not_flip_off_clock
x0234,3,3,0,2,3,3,0,0,0,0,3,0,work_injury_vs_personal_injury,False,injury_location_does_not_flip_off_clock
x0235,3,3,3,3,3,0,3,3,3,3,3,2,work_injury_vs_personal_injury,False,injury_location_does_not_flip_off_clock
x0236,3,3,3,0,3,3,0,0,3,0,2,1,work_injury_vs_personal_injury,False,injury_location_does_not_flip_off_clock
x0237,3,3,3,0,2,0,3,3,3,3,3,1,work_injury_vs_personal_injury,False,injury_location_does_not_flip_off_clock
x0238,3,3,1,3,3,3,0,0,1,0,3,1,work_injury_vs_personal_injury,False,injury_location_does_not_flip_off_clock
x0239,3,3,3,3,3,0,3,3,3,3,3,1,work_injury_vs_personal_injury,False,injury_location_does_not_flip_off_clock
x0240,3,3,3,0,3,3,0,0,3,0,1,1,work_injury_vs_personal_injury,False,injury_location_does_not_flip_off_clock
