story_index,canonical_source_row,left_rater,right_rater,pair_type,jaccard_distance,exact_set_match,absolute_label_count_difference
1,4,gpt52,gemini31_pro,llm_llm,0.0,1,0
1,4,gpt52,deepseek_v4,llm_llm,0.33333333333333337,0,1
1,4,gpt52,jackie,human_llm,0.33333333333333337,0,1
1,4,gpt52,qs,human_llm,0.33333333333333337,0,1
1,4,gemini31_pro,deepseek_v4,llm_llm,0.33333333333333337,0,1
1,4,gemini31_pro,jackie,human_llm,0.33333333333333337,0,1
1,4,gemini31_pro,qs,human_llm,0.33333333333333337,0,1
1,4,deepseek_v4,jackie,human_llm,0.6666666666666667,0,0
1,4,deepseek_v4,qs,human_llm,0.6666666666666667,0,0
1,4,jackie,qs,human_human,0.0,1,0
2,8,gpt52,gemini31_pro,llm_llm,0.0,1,0
2,8,gpt52,deepseek_v4,llm_llm,0.0,1,0
2,8,gpt52,jackie,human_llm,0.0,1,0
2,8,gpt52,qs,human_llm,0.0,1,0
2,8,gemini31_pro,deepseek_v4,llm_llm,0.0,1,0
2,8,gemini31_pro,jackie,human_llm,0.0,1,0
2,8,gemini31_pro,qs,human_llm,0.0,1,0
2,8,deepseek_v4,jackie,human_llm,0.0,1,0
2,8,deepseek_v4,qs,human_llm,0.0,1,0
2,8,jackie,qs,human_human,0.0,1,0
3,9,gpt52,gemini31_pro,llm_llm,0.33333333333333337,0,1
3,9,gpt52,deepseek_v4,llm_llm,0.33333333333333337,0,1
3,9,gpt52,jackie,human_llm,0.33333333333333337,0,1
3,9,gpt52,qs,human_llm,0.33333333333333337,0,1
3,9,gemini31_pro,deepseek_v4,llm_llm,0.6666666666666667,0,0
3,9,gemini31_pro,jackie,human_llm,0.6666666666666667,0,0
3,9,gemini31_pro,qs,human_llm,0.6666666666666667,0,0
3,9,deepseek_v4,jackie,human_llm,0.0,1,0
3,9,deepseek_v4,qs,human_llm,0.0,1,0
3,9,jackie,qs,human_human,0.0,1,0
4,10,gpt52,gemini31_pro,llm_llm,0.6666666666666667,0,0
4,10,gpt52,deepseek_v4,llm_llm,0.6666666666666667,0,0
4,10,gpt52,jackie,human_llm,0.0,1,0
4,10,gpt52,qs,human_llm,0.0,1,0
4,10,gemini31_pro,deepseek_v4,llm_llm,0.0,1,0
4,10,gemini31_pro,jackie,human_llm,0.6666666666666667,0,0
4,10,gemini31_pro,qs,human_llm,0.6666666666666667,0,0
4,10,deepseek_v4,jackie,human_llm,0.6666666666666667,0,0
4,10,deepseek_v4,qs,human_llm,0.6666666666666667,0,0
4,10,jackie,qs,human_human,0.0,1,0
5,12,gpt52,gemini31_pro,llm_llm,0.0,1,0
5,12,gpt52,deepseek_v4,llm_llm,0.0,1,0
5,12,gpt52,jackie,human_llm,0.0,1,0
5,12,gpt52,qs,human_llm,0.0,1,0
5,12,gemini31_pro,deepseek_v4,llm_llm,0.0,1,0
5,12,gemini31_pro,jackie,human_llm,0.0,1,0
5,12,gemini31_pro,qs,human_llm,0.0,1,0
5,12,deepseek_v4,jackie,human_llm,0.0,1,0
5,12,deepseek_v4,qs,human_llm,0.0,1,0
5,12,jackie,qs,human_human,0.0,1,0
6,14,gpt52,gemini31_pro,llm_llm,0.5,0,1
6,14,gpt52,deepseek_v4,llm_llm,0.5,0,1
6,14,gpt52,jackie,human_llm,0.0,1,0
6,14,gpt52,qs,human_llm,0.0,1,0
6,14,gemini31_pro,deepseek_v4,llm_llm,0.0,1,0
6,14,gemini31_pro,jackie,human_llm,0.5,0,1
6,14,gemini31_pro,qs,human_llm,0.5,0,1
6,14,deepseek_v4,jackie,human_llm,0.5,0,1
6,14,deepseek_v4,qs,human_llm,0.5,0,1
6,14,jackie,qs,human_human,0.0,1,0
7,17,gpt52,gemini31_pro,llm_llm,0.5,0,1
7,17,gpt52,deepseek_v4,llm_llm,0.5,0,1
7,17,gpt52,jackie,human_llm,0.5,0,1
7,17,gpt52,qs,human_llm,0.5,0,1
7,17,gemini31_pro,deepseek_v4,llm_llm,0.0,1,0
7,17,gemini31_pro,jackie,human_llm,0.0,1,0
7,17,gemini31_pro,qs,human_llm,0.0,1,0
7,17,deepseek_v4,jackie,human_llm,0.0,1,0
7,17,deepseek_v4,qs,human_llm,0.0,1,0
7,17,jackie,qs,human_human,0.0,1,0
8,22,gpt52,gemini31_pro,llm_llm,0.0,1,0
8,22,gpt52,deepseek_v4,llm_llm,0.5,0,1
8,22,gpt52,jackie,human_llm,0.5,0,1
8,22,gpt52,qs,human_llm,0.33333333333333337,0,1
8,22,gemini31_pro,deepseek_v4,llm_llm,0.5,0,1
8,22,gemini31_pro,jackie,human_llm,0.5,0,1
8,22,gemini31_pro,qs,human_llm,0.33333333333333337,0,1
8,22,deepseek_v4,jackie,human_llm,0.0,1,0
8,22,deepseek_v4,qs,human_llm,0.6666666666666667,0,2
8,22,jackie,qs,human_human,0.6666666666666667,0,2
9,23,gpt52,gemini31_pro,llm_llm,0.0,1,0
9,23,gpt52,deepseek_v4,llm_llm,0.5,0,1
9,23,gpt52,jackie,human_llm,0.0,1,0
9,23,gpt52,qs,human_llm,0.0,1,0
9,23,gemini31_pro,deepseek_v4,llm_llm,0.5,0,1
9,23,gemini31_pro,jackie,human_llm,0.0,1,0
9,23,gemini31_pro,qs,human_llm,0.0,1,0
9,23,deepseek_v4,jackie,human_llm,0.5,0,1
9,23,deepseek_v4,qs,human_llm,0.5,0,1
9,23,jackie,qs,human_human,0.0,1,0
10,24,gpt52,gemini31_pro,llm_llm,0.0,1,0
10,24,gpt52,deepseek_v4,llm_llm,0.0,1,0
10,24,gpt52,jackie,human_llm,0.0,1,0
10,24,gpt52,qs,human_llm,0.0,1,0
10,24,gemini31_pro,deepseek_v4,llm_llm,0.0,1,0
10,24,gemini31_pro,jackie,human_llm,0.0,1,0
10,24,gemini31_pro,qs,human_llm,0.0,1,0
10,24,deepseek_v4,jackie,human_llm,0.0,1,0
10,24,deepseek_v4,qs,human_llm,0.0,1,0
10,24,jackie,qs,human_human,0.0,1,0
11,27,gpt52,gemini31_pro,llm_llm,0.0,1,0
11,27,gpt52,deepseek_v4,llm_llm,0.0,1,0
11,27,gpt52,jackie,human_llm,0.0,1,0
11,27,gpt52,qs,human_llm,0.0,1,0
11,27,gemini31_pro,deepseek_v4,llm_llm,0.0,1,0
11,27,gemini31_pro,jackie,human_llm,0.0,1,0
11,27,gemini31_pro,qs,human_llm,0.0,1,0
11,27,deepseek_v4,jackie,human_llm,0.0,1,0
11,27,deepseek_v4,qs,human_llm,0.0,1,0
11,27,jackie,qs,human_human,0.0,1,0
12,28,gpt52,gemini31_pro,llm_llm,0.6666666666666667,0,0
12,28,gpt52,deepseek_v4,llm_llm,0.6666666666666667,0,0
12,28,gpt52,jackie,human_llm,0.5,0,1
12,28,gpt52,qs,human_llm,0.0,1,0
12,28,gemini31_pro,deepseek_v4,llm_llm,0.6666666666666667,0,0
12,28,gemini31_pro,jackie,human_llm,1.0,0,1
12,28,gemini31_pro,qs,human_llm,0.6666666666666667,0,0
12,28,deepseek_v4,jackie,human_llm,0.5,0,1
12,28,deepseek_v4,qs,human_llm,0.6666666666666667,0,0
12,28,jackie,qs,human_human,0.5,0,1
13,29,gpt52,gemini31_pro,llm_llm,0.5,0,1
13,29,gpt52,deepseek_v4,llm_llm,0.6666666666666667,0,0
13,29,gpt52,jackie,human_llm,0.6666666666666667,0,0
13,29,gpt52,qs,human_llm,0.5,0,1
13,29,gemini31_pro,deepseek_v4,llm_llm,0.5,0,1
13,29,gemini31_pro,jackie,human_llm,0.5,0,1
13,29,gemini31_pro,qs,human_llm,0.0,1,0
13,29,deepseek_v4,jackie,human_llm,0.6666666666666667,0,0
13,29,deepseek_v4,qs,human_llm,0.5,0,1
13,29,jackie,qs,human_human,0.5,0,1
14,31,gpt52,gemini31_pro,llm_llm,0.0,1,0
14,31,gpt52,deepseek_v4,llm_llm,0.0,1,0
14,31,gpt52,jackie,human_llm,0.0,1,0
14,31,gpt52,qs,human_llm,0.0,1,0
14,31,gemini31_pro,deepseek_v4,llm_llm,0.0,1,0
14,31,gemini31_pro,jackie,human_llm,0.0,1,0
14,31,gemini31_pro,qs,human_llm,0.0,1,0
14,31,deepseek_v4,jackie,human_llm,0.0,1,0
14,31,deepseek_v4,qs,human_llm,0.0,1,0
14,31,jackie,qs,human_human,0.0,1,0
15,33,gpt52,gemini31_pro,llm_llm,0.6666666666666667,0,0
15,33,gpt52,deepseek_v4,llm_llm,0.6666666666666667,0,0
15,33,gpt52,jackie,human_llm,0.0,1,0
15,33,gpt52,qs,human_llm,0.33333333333333337,0,1
15,33,gemini31_pro,deepseek_v4,llm_llm,0.0,1,0
15,33,gemini31_pro,jackie,human_llm,0.6666666666666667,0,0
15,33,gemini31_pro,qs,human_llm,0.33333333333333337,0,1
15,33,deepseek_v4,jackie,human_llm,0.6666666666666667,0,0
15,33,deepseek_v4,qs,human_llm,0.33333333333333337,0,1
15,33,jackie,qs,human_human,0.33333333333333337,0,1
16,38,gpt52,gemini31_pro,llm_llm,0.0,1,0
16,38,gpt52,deepseek_v4,llm_llm,0.0,1,0
16,38,gpt52,jackie,human_llm,0.0,1,0
16,38,gpt52,qs,human_llm,0.0,1,0
16,38,gemini31_pro,deepseek_v4,llm_llm,0.0,1,0
16,38,gemini31_pro,jackie,human_llm,0.0,1,0
16,38,gemini31_pro,qs,human_llm,0.0,1,0
16,38,deepseek_v4,jackie,human_llm,0.0,1,0
16,38,deepseek_v4,qs,human_llm,0.0,1,0
16,38,jackie,qs,human_human,0.0,1,0
17,40,gpt52,gemini31_pro,llm_llm,0.0,1,0
17,40,gpt52,deepseek_v4,llm_llm,0.0,1,0
17,40,gpt52,jackie,human_llm,0.0,1,0
17,40,gpt52,qs,human_llm,0.0,1,0
17,40,gemini31_pro,deepseek_v4,llm_llm,0.0,1,0
17,40,gemini31_pro,jackie,human_llm,0.0,1,0
17,40,gemini31_pro,qs,human_llm,0.0,1,0
17,40,deepseek_v4,jackie,human_llm,0.0,1,0
17,40,deepseek_v4,qs,human_llm,0.0,1,0
17,40,jackie,qs,human_human,0.0,1,0
18,41,gpt52,gemini31_pro,llm_llm,0.5,0,1
18,41,gpt52,deepseek_v4,llm_llm,0.0,1,0
18,41,gpt52,jackie,human_llm,0.5,0,1
18,41,gpt52,qs,human_llm,0.0,1,0
18,41,gemini31_pro,deepseek_v4,llm_llm,0.5,0,1
18,41,gemini31_pro,jackie,human_llm,1.0,0,0
18,41,gemini31_pro,qs,human_llm,0.5,0,1
18,41,deepseek_v4,jackie,human_llm,0.5,0,1
18,41,deepseek_v4,qs,human_llm,0.0,1,0
18,41,jackie,qs,human_human,0.5,0,1
19,43,gpt52,gemini31_pro,llm_llm,0.0,1,0
19,43,gpt52,deepseek_v4,llm_llm,0.33333333333333337,0,1
19,43,gpt52,jackie,human_llm,0.33333333333333337,0,1
19,43,gpt52,qs,human_llm,0.6666666666666667,0,2
19,43,gemini31_pro,deepseek_v4,llm_llm,0.33333333333333337,0,1
19,43,gemini31_pro,jackie,human_llm,0.33333333333333337,0,1
19,43,gemini31_pro,qs,human_llm,0.6666666666666667,0,2
19,43,deepseek_v4,jackie,human_llm,0.0,1,0
19,43,deepseek_v4,qs,human_llm,0.5,0,1
19,43,jackie,qs,human_human,0.5,0,1
20,46,gpt52,gemini31_pro,llm_llm,0.33333333333333337,0,1
20,46,gpt52,deepseek_v4,llm_llm,1.0,0,1
20,46,gpt52,jackie,human_llm,1.0,0,0
20,46,gpt52,qs,human_llm,0.6666666666666667,0,0
20,46,gemini31_pro,deepseek_v4,llm_llm,0.6666666666666667,0,2
20,46,gemini31_pro,jackie,human_llm,1.0,0,1
20,46,gemini31_pro,qs,human_llm,0.75,0,1
20,46,deepseek_v4,jackie,human_llm,1.0,0,1
20,46,deepseek_v4,qs,human_llm,1.0,0,1
20,46,jackie,qs,human_human,0.6666666666666667,0,0
21,47,gpt52,gemini31_pro,llm_llm,0.6666666666666667,0,2
21,47,gpt52,deepseek_v4,llm_llm,0.33333333333333337,0,1
21,47,gpt52,jackie,human_llm,0.33333333333333337,0,1
21,47,gpt52,qs,human_llm,0.33333333333333337,0,1
21,47,gemini31_pro,deepseek_v4,llm_llm,0.5,0,1
21,47,gemini31_pro,jackie,human_llm,0.5,0,1
21,47,gemini31_pro,qs,human_llm,0.5,0,1
21,47,deepseek_v4,jackie,human_llm,0.0,1,0
21,47,deepseek_v4,qs,human_llm,0.0,1,0
21,47,jackie,qs,human_human,0.0,1,0
22,51,gpt52,gemini31_pro,llm_llm,0.0,1,0
22,51,gpt52,deepseek_v4,llm_llm,0.33333333333333337,0,1
22,51,gpt52,jackie,human_llm,0.33333333333333337,0,1
22,51,gpt52,qs,human_llm,0.33333333333333337,0,1
22,51,gemini31_pro,deepseek_v4,llm_llm,0.33333333333333337,0,1
22,51,gemini31_pro,jackie,human_llm,0.33333333333333337,0,1
22,51,gemini31_pro,qs,human_llm,0.33333333333333337,0,1
22,51,deepseek_v4,jackie,human_llm,0.0,1,0
22,51,deepseek_v4,qs,human_llm,0.0,1,0
22,51,jackie,qs,human_human,0.0,1,0
23,54,gpt52,gemini31_pro,llm_llm,0.0,1,0
23,54,gpt52,deepseek_v4,llm_llm,0.0,1,0
23,54,gpt52,jackie,human_llm,0.0,1,0
23,54,gpt52,qs,human_llm,0.0,1,0
23,54,gemini31_pro,deepseek_v4,llm_llm,0.0,1,0
23,54,gemini31_pro,jackie,human_llm,0.0,1,0
23,54,gemini31_pro,qs,human_llm,0.0,1,0
23,54,deepseek_v4,jackie,human_llm,0.0,1,0
23,54,deepseek_v4,qs,human_llm,0.0,1,0
23,54,jackie,qs,human_human,0.0,1,0
24,56,gpt52,gemini31_pro,llm_llm,0.0,1,0
24,56,gpt52,deepseek_v4,llm_llm,0.5,0,1
24,56,gpt52,jackie,human_llm,0.5,0,1
24,56,gpt52,qs,human_llm,0.0,1,0
24,56,gemini31_pro,deepseek_v4,llm_llm,0.5,0,1
24,56,gemini31_pro,jackie,human_llm,0.5,0,1
24,56,gemini31_pro,qs,human_llm,0.0,1,0
24,56,deepseek_v4,jackie,human_llm,0.0,1,0
24,56,deepseek_v4,qs,human_llm,0.5,0,1
24,56,jackie,qs,human_human,0.5,0,1
25,59,gpt52,gemini31_pro,llm_llm,0.0,1,0
25,59,gpt52,deepseek_v4,llm_llm,0.0,1,0
25,59,gpt52,jackie,human_llm,0.0,1,0
25,59,gpt52,qs,human_llm,0.5,0,1
25,59,gemini31_pro,deepseek_v4,llm_llm,0.0,1,0
25,59,gemini31_pro,jackie,human_llm,0.0,1,0
25,59,gemini31_pro,qs,human_llm,0.5,0,1
25,59,deepseek_v4,jackie,human_llm,0.0,1,0
25,59,deepseek_v4,qs,human_llm,0.5,0,1
25,59,jackie,qs,human_human,0.5,0,1
26,61,gpt52,gemini31_pro,llm_llm,0.0,1,0
26,61,gpt52,deepseek_v4,llm_llm,0.5,0,1
26,61,gpt52,jackie,human_llm,0.0,1,0
26,61,gpt52,qs,human_llm,0.0,1,0
26,61,gemini31_pro,deepseek_v4,llm_llm,0.5,0,1
26,61,gemini31_pro,jackie,human_llm,0.0,1,0
26,61,gemini31_pro,qs,human_llm,0.0,1,0
26,61,deepseek_v4,jackie,human_llm,0.5,0,1
26,61,deepseek_v4,qs,human_llm,0.5,0,1
26,61,jackie,qs,human_human,0.0,1,0
27,62,gpt52,gemini31_pro,llm_llm,0.0,1,0
27,62,gpt52,deepseek_v4,llm_llm,0.5,0,1
27,62,gpt52,jackie,human_llm,0.5,0,1
27,62,gpt52,qs,human_llm,0.0,1,0
27,62,gemini31_pro,deepseek_v4,llm_llm,0.5,0,1
27,62,gemini31_pro,jackie,human_llm,0.5,0,1
27,62,gemini31_pro,qs,human_llm,0.0,1,0
27,62,deepseek_v4,jackie,human_llm,0.0,1,0
27,62,deepseek_v4,qs,human_llm,0.5,0,1
27,62,jackie,qs,human_human,0.5,0,1
28,63,gpt52,gemini31_pro,llm_llm,0.5,0,0
28,63,gpt52,deepseek_v4,llm_llm,0.33333333333333337,0,1
28,63,gpt52,jackie,human_llm,0.33333333333333337,0,1
28,63,gpt52,qs,human_llm,0.0,1,0
28,63,gemini31_pro,deepseek_v4,llm_llm,0.33333333333333337,0,1
28,63,gemini31_pro,jackie,human_llm,0.75,0,1
28,63,gemini31_pro,qs,human_llm,0.5,0,0
28,63,deepseek_v4,jackie,human_llm,0.6666666666666667,0,0
28,63,deepseek_v4,qs,human_llm,0.33333333333333337,0,1
28,63,jackie,qs,human_human,0.33333333333333337,0,1
29,66,gpt52,gemini31_pro,llm_llm,0.0,1,0
29,66,gpt52,deepseek_v4,llm_llm,0.6666666666666667,0,2
29,66,gpt52,jackie,human_llm,0.75,0,1
29,66,gpt52,qs,human_llm,0.0,1,0
29,66,gemini31_pro,deepseek_v4,llm_llm,0.6666666666666667,0,2
29,66,gemini31_pro,jackie,human_llm,0.75,0,1
29,66,gemini31_pro,qs,human_llm,0.0,1,0
29,66,deepseek_v4,jackie,human_llm,0.5,0,1
29,66,deepseek_v4,qs,human_llm,0.6666666666666667,0,2
29,66,jackie,qs,human_human,0.75,0,1
30,67,gpt52,gemini31_pro,llm_llm,0.5,0,1
30,67,gpt52,deepseek_v4,llm_llm,0.0,1,0
30,67,gpt52,jackie,human_llm,0.5,0,1
30,67,gpt52,qs,human_llm,0.0,1,0
30,67,gemini31_pro,deepseek_v4,llm_llm,0.5,0,1
30,67,gemini31_pro,jackie,human_llm,0.6666666666666667,0,0
30,67,gemini31_pro,qs,human_llm,0.5,0,1
30,67,deepseek_v4,jackie,human_llm,0.5,0,1
30,67,deepseek_v4,qs,human_llm,0.0,1,0
30,67,jackie,qs,human_human,0.5,0,1
31,69,gpt52,gemini31_pro,llm_llm,0.6666666666666667,0,0
31,69,gpt52,deepseek_v4,llm_llm,0.5,0,1
31,69,gpt52,jackie,human_llm,0.0,1,0
31,69,gpt52,qs,human_llm,0.0,1,0
31,69,gemini31_pro,deepseek_v4,llm_llm,0.5,0,1
31,69,gemini31_pro,jackie,human_llm,0.6666666666666667,0,0
31,69,gemini31_pro,qs,human_llm,0.6666666666666667,0,0
31,69,deepseek_v4,jackie,human_llm,0.5,0,1
31,69,deepseek_v4,qs,human_llm,0.5,0,1
31,69,jackie,qs,human_human,0.0,1,0
32,70,gpt52,gemini31_pro,llm_llm,0.5,0,0
32,70,gpt52,deepseek_v4,llm_llm,0.33333333333333337,0,1
32,70,gpt52,jackie,human_llm,0.33333333333333337,0,1
32,70,gpt52,qs,human_llm,0.33333333333333337,0,1
32,70,gemini31_pro,deepseek_v4,llm_llm,0.33333333333333337,0,1
32,70,gemini31_pro,jackie,human_llm,0.33333333333333337,0,1
32,70,gemini31_pro,qs,human_llm,0.33333333333333337,0,1
32,70,deepseek_v4,jackie,human_llm,0.0,1,0
32,70,deepseek_v4,qs,human_llm,0.0,1,0
32,70,jackie,qs,human_human,0.0,1,0
33,71,gpt52,gemini31_pro,llm_llm,0.5,0,0
33,71,gpt52,deepseek_v4,llm_llm,0.33333333333333337,0,1
33,71,gpt52,jackie,human_llm,0.33333333333333337,0,1
33,71,gpt52,qs,human_llm,0.33333333333333337,0,1
33,71,gemini31_pro,deepseek_v4,llm_llm,0.75,0,1
33,71,gemini31_pro,jackie,human_llm,0.75,0,1
33,71,gemini31_pro,qs,human_llm,0.75,0,1
33,71,deepseek_v4,jackie,human_llm,0.0,1,0
33,71,deepseek_v4,qs,human_llm,0.0,1,0
33,71,jackie,qs,human_human,0.0,1,0
34,73,gpt52,gemini31_pro,llm_llm,0.0,1,0
34,73,gpt52,deepseek_v4,llm_llm,0.6666666666666667,0,2
34,73,gpt52,jackie,human_llm,0.33333333333333337,0,1
34,73,gpt52,qs,human_llm,0.33333333333333337,0,1
34,73,gemini31_pro,deepseek_v4,llm_llm,0.6666666666666667,0,2
34,73,gemini31_pro,jackie,human_llm,0.33333333333333337,0,1
34,73,gemini31_pro,qs,human_llm,0.33333333333333337,0,1
34,73,deepseek_v4,jackie,human_llm,0.5,0,1
34,73,deepseek_v4,qs,human_llm,0.5,0,1
34,73,jackie,qs,human_human,0.0,1,0
35,74,gpt52,gemini31_pro,llm_llm,0.0,1,0
35,74,gpt52,deepseek_v4,llm_llm,0.5,0,1
35,74,gpt52,jackie,human_llm,0.5,0,1
35,74,gpt52,qs,human_llm,0.33333333333333337,0,1
35,74,gemini31_pro,deepseek_v4,llm_llm,0.5,0,1
35,74,gemini31_pro,jackie,human_llm,0.5,0,1
35,74,gemini31_pro,qs,human_llm,0.33333333333333337,0,1
35,74,deepseek_v4,jackie,human_llm,1.0,0,0
35,74,deepseek_v4,qs,human_llm,0.6666666666666667,0,2
35,74,jackie,qs,human_human,0.6666666666666667,0,2
36,83,gpt52,gemini31_pro,llm_llm,0.0,1,0
36,83,gpt52,deepseek_v4,llm_llm,0.0,1,0
36,83,gpt52,jackie,human_llm,0.0,1,0
36,83,gpt52,qs,human_llm,0.5,0,1
36,83,gemini31_pro,deepseek_v4,llm_llm,0.0,1,0
36,83,gemini31_pro,jackie,human_llm,0.0,1,0
36,83,gemini31_pro,qs,human_llm,0.5,0,1
36,83,deepseek_v4,jackie,human_llm,0.0,1,0
36,83,deepseek_v4,qs,human_llm,0.5,0,1
36,83,jackie,qs,human_human,0.5,0,1
37,94,gpt52,gemini31_pro,llm_llm,0.0,1,0
37,94,gpt52,deepseek_v4,llm_llm,0.0,1,0
37,94,gpt52,jackie,human_llm,0.0,1,0
37,94,gpt52,qs,human_llm,0.0,1,0
37,94,gemini31_pro,deepseek_v4,llm_llm,0.0,1,0
37,94,gemini31_pro,jackie,human_llm,0.0,1,0
37,94,gemini31_pro,qs,human_llm,0.0,1,0
37,94,deepseek_v4,jackie,human_llm,0.0,1,0
37,94,deepseek_v4,qs,human_llm,0.0,1,0
37,94,jackie,qs,human_human,0.0,1,0
38,96,gpt52,gemini31_pro,llm_llm,0.0,1,0
38,96,gpt52,deepseek_v4,llm_llm,0.6666666666666667,0,0
38,96,gpt52,jackie,human_llm,0.6666666666666667,0,0
38,96,gpt52,qs,human_llm,0.6666666666666667,0,0
38,96,gemini31_pro,deepseek_v4,llm_llm,0.6666666666666667,0,0
38,96,gemini31_pro,jackie,human_llm,0.6666666666666667,0,0
38,96,gemini31_pro,qs,human_llm,0.6666666666666667,0,0
38,96,deepseek_v4,jackie,human_llm,0.6666666666666667,0,0
38,96,deepseek_v4,qs,human_llm,0.6666666666666667,0,0
38,96,jackie,qs,human_human,0.0,1,0
39,108,gpt52,gemini31_pro,llm_llm,0.5,0,1
39,108,gpt52,deepseek_v4,llm_llm,0.0,1,0
